FEC ID,STATE,DISTRICT,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL RESULTS,GENERAL %,GENERAL RUNOFF RESULTS,GENERAL RUNOFF %,INCUMBENT INDICATOR,NOTES (See Endnotes Page)
H2NM02118,NM,02,C. Earl,Greer,"Greer, C. Earl",,R,"2,426",6.90%,,,,,,,,
H2NM02092,NM,02,Leo,Martinez,"Martinez, Leo",,R,"2,389",6.80%,,,,,,,,
,NM,02,,,   ,Total Party Votes:,R,"35,151",,,,,,,,,
H2NM02100,NM,02,John Arthur,Smith,"Smith, John Arthur",,D,"22,925",52.96%,,,"61,916",43.72%,,,,
H2NM02159,NM,02,Ruben A.,Smith,"Smith, Ruben A.",,D,"20,365",47.04%,,,,,,,,
,NM,02,,,   ,Total Party Votes:,D,"43,290",,,,,,,,,
,NM,02,George L. ,Dewey,"Dewey, George L. ",,W,,,,,43,0.03%,,,,
,NM,02,Padraig M. ,Lynch,"Lynch, Padraig M. ",,W,,,,,39,0.03%,,,,
,NM,02,,,   ,Total District Votes:,,"78,441",,,,"141,629",,,,,
H8NM03097,NM,03,Tom,Udall,"Udall, Tom",,D,"59,762",100.00%,,,"122,950",100.00%,,,(I),
,NM,03,,,   ,Total Party Votes:,D,"59,762",,,,,,,,,
H2NM03116,NM,03,Edward F.,Tsyitee,"Tsyitee, Edward F.",,W(R),495,100.00%,,,,,,,,
,NM,03,,,   ,Total Party Votes:,R,495,,,,,,,,,
,NM,03,,,   ,Total District Votes:,,"60,257",,,,"122,950",,,,,
,NM,,,,   ,Total State Votes:,,"203,282",,,,"437,524",,,,,
,NY,,,,   ,,,,,,,,,,,,
H2NY01067,NY,01,Timothy H.,Bishop,"Bishop, Timothy H.",,D/WF,,,,,"84,276",50.23%,,,,
H2NY01067,NY,01,Timothy H.,Bishop,"Bishop, Timothy H.",,D ,Unopposed,,,,"[81,325]",,,,,
H2NY01067,NY,01,Timothy H.,Bishop,"Bishop, Timothy H.",,WF,Unopposed,,,,"[2,951]",,,,,
H0NY01095,NY,01,Felix J.,"Grucci, Jr.","Grucci, Felix J., Jr.",,R/IDP/C/RTL,,,,,"81,524",48.59%,,,(I),
H0NY01095,NY,01,Felix J.,"Grucci, Jr.","Grucci, Felix J., Jr.",,R ,Unopposed,,,,"[64,999]",,,,,
H0NY01095,NY,01,Felix J.,"Grucci, Jr.","Grucci, Felix J., Jr.",,IDP,Unopposed,,,,"[4,522]",,,,,
H0NY01095,NY,01,Felix J.,"Grucci, Jr.","Grucci, Felix J., Jr.",,C,Unopposed,,,,"[6,116]",,,,,
H0NY01095,NY,01,Felix J.,"Grucci, Jr.","Grucci, Felix J., Jr.",,RTL,Unopposed,,,,"[5,887]",,,,,
H2NY01075,NY,01,Lorna,Salzman,"Salzman, Lorna",,GRN,Unopposed,,,,"1,991",1.19%,,,,
,NY,01,,,   ,Total District Votes:,, ,,,,"167,791",,,,,
H0NY02085,NY,02,Steve J.,Israel,"Israel, Steve J.",,D/IDP/WF, ,,,,"85,451",58.48%,,,(I),
H0NY02085,NY,02,Steve J.,Israel,"Israel, Steve J.",,D,Unopposed,,,,"[75,845]",,,,,
H0NY02085,NY,02,Steve J.,Israel,"Israel, Steve J.",,IDP,Unopposed,,,,"[7,632]",,,,,
H0NY02085,NY,02,Steve J.,Israel,"Israel, Steve J.",,WF,Unopposed,,,,"[1,974]",,,,,
H2NY05068,NY,02,Joseph P.,Finley,"Finley, Joseph P.",,R/C/RTL, ,,,,"59,117",40.46%,,,,
H2NY05068,NY,02,Joseph P.,Finley,"Finley, Joseph P.",,R,Unopposed,,,,"[48,239]",,,,,
H2NY05068,NY,02,Joseph P.,Finley,"Finley, Joseph P.",,C,Unopposed,,,,"[5,772]",,,,,
H2NY05068,NY,02,Joseph P.,Finley,"Finley, Joseph P.",,RTL,Unopposed,,,,"[5,106]",,,,,
H2NY02073,NY,02,John ,Keenan,"Keenan, John ",,GRN,Unopposed,,,,"1,558",1.07%,,,,
,NY,02,,,   ,Total District Votes:,, ,,,,"146,126",,,,,
H2NY03089,NY,03,Peter T.,King,"King, Peter T.",,R/C/IDP/RTL, ,,,,"121,537",71.88%,,,(I),
H2NY03089,NY,03,Peter T.,King,"King, Peter T.",,IDP,Unopposed,,,,"[7,904]",,,,,
H2NY03089,NY,03,Peter T.,King,"King, Peter T.",,RTL,Unopposed,,,,"[7,646]",,,,,
H2NY03089,NY,03,Peter T.,King,"King, Peter T.",,C,Unopposed,,,,"[7,113]",,,,,
H2NY03089,NY,03,Peter T.,King,"King, Peter T.",,R,"11,932",78.04%,,,"[98,874]",,,,,
H8NY03045,NY,03,Robert ,Previdi,"Previdi, Robert ",,R,"3,357",21.96%,,,,,,,,
,NY,03,,,   ,Total Party Votes:,R,"15,289",,,,,,,,,
H2NY03105,NY,03,Stuart L.,Finz,"Finz, Stuart L.",,D,Unopposed,,,,"46,022",27.22%,,,,
H2NY03113,NY,03,Janeen,DePrima,"DePrima, Janeen",,L,Unopposed,,,,"1,513",0.89%,,,,
,NY,03,,,   ,Total District Votes:,,"15,289",,,,"169,072",,,,,
H6NY04112,NY,04,Carolyn,McCarthy,"McCarthy, Carolyn",,D/IDP/L/WF, ,,,,"94,806",56.25%,,,(I),
H6NY04112,NY,04,Carolyn,McCarthy,"McCarthy, Carolyn",,D,Unopposed,,,,"[85,496]",,,,,
H6NY04112,NY,04,Carolyn,McCarthy,"McCarthy, Carolyn",,IDP,Unopposed,,,,"[5,272]",,,,,
H6NY04112,NY,04,Carolyn,McCarthy,"McCarthy, Carolyn",,L,Unopposed,,,,"[1,155]",,,,,
H6NY04112,NY,04,Carolyn,McCarthy,"McCarthy, Carolyn",,WF,Unopposed,,,,"[2,883]",,,,,
H2NY04129,NY,04,Marilyn F.,O'Grady,"O'Grady, Marilyn F.",,R/C/RTL, ,,,,"72,882",43.24%,,,,
H2NY04129,NY,04,Marilyn F.,O'Grady,"O'Grady, Marilyn F.",,RTL,Unopposed,,,,"[6,101]",,,,,
H2NY04129,NY,04,Marilyn F.,O'Grady,"O'Grady, Marilyn F.",,R,"9,776",49.94%,,,"[61,473]",,,,,
H2NY04079,NY,04,Daniel,Frisa,"Frisa, Daniel",,R,"5,938",30.33%,,,,,,,,
H2NY04145,NY,04,Steven,Irace,"Irace, Steven",,R,"3,862",19.73%,,,,,,,,
,NY,04,,,   ,Total Party Votes:,R,"19,576",,,,,,,,,
H2NY04129,NY,04,Marilyn F.,O'Grady,"O'Grady, Marilyn F.",,C,359,51.14%,,,"[5,308]",,,,,
H2NY04079,NY,04,Daniel,Frisa,"Frisa, Daniel",,C,300,42.74%,,,,,,,,
H2NY04145,NY,04,Steven,Irace,"Irace, Steven",, W(C),43,6.13%,,,,,,,,
,NY,04,,,   ,Total Party Votes:,C,702,,,,,,,,,
H2NY04152,NY,04,Tim ,Derham,"Derham, Tim ",,GRN,Unopposed,,,,852,0.51%,,,,
,NY,04,,,   ,Total District Votes:,,"20,278",,,,"168,540",,,,,
H4NY07011,NY,05,Gary L.,Ackerman,"Ackerman, Gary L.",,D/IDP/L/WF, ,,,,"68,773",92.32%,,,(I),
H4NY07011,NY,05 ,Gary L.,Ackerman,"Ackerman, Gary L.",,D,Unopposed,,,,"[61,736]",,,,,
H4NY07011,NY,05,Gary L.,Ackerman,"Ackerman, Gary L.",,IDP,Unopposed,,,,"[3,614]",,,,,
H4NY07011,NY,05,Gary L.,Ackerman,"Ackerman, Gary L.",,L,Unopposed,,,,"[1,541]",,,,,
H4NY07011,NY,05,Gary L.,Ackerman,"Ackerman, Gary L.",,WF,Unopposed,,,,"[1,882]",,,,,
H2NY05076,NY,05,Perry S.,Reich,"Reich, Perry S.",,C ,Unopposed,,,,"5,718",7.68%,,,,
,NY,05,,,   ,Total District Votes:,,,,,,"74,491",,,,,
H8NY06048,NY,06,Gregory W.,Meeks,"Meeks, Gregory W.",,D/L/WF, ,,,,"72,799",96.51%,,,(I),
H8NY06048,NY,06,Gregory W.,Meeks,"Meeks, Gregory W.",,WF,Unopposed,,,,"[3,352]",,,,,
H8NY06048,NY,06,Gregory W.,Meeks,"Meeks, Gregory W.",,L,Unopposed,,,,[729],,,,,
H8NY06048,NY,06,Gregory W.,Meeks,"Meeks, Gregory W.",,D,"22,209",78.66%,,,"[68,718]",,,,,
H2NY06090,NY,06,Rey,Clarke,"Clarke, Rey",,D,"6,024",21.34%,,,,,,,,
,NY,06,,Scattered,Scattered ,,W(D),2,0.01%,,,,,,,,
,NY,06,,,   ,Total Party Votes:,D,"28,235",,,,,,,,,
H2NY06090,NY,06,Rey,Clarke,"Clarke, Rey",,IDP,Unopposed,,,,"2,632",3.49%,,,,
,NY,06,,Scattered,Scattered ,,W(GRN),4,100.00%,,,,,,,,
,NY,06,,,   ,Total Party Votes:,GRN,4,,,,,,,,,
,NY,06,,,   ,Total District Votes:,,"28,239",,,,"75,431",,,,,
H8NY07046,NY,07,Joseph,Crowley,"Crowley, Joseph",,D/WF, ,,,,"50,967",73.29%,,,(I),
H8NY07046,NY,07,Joseph,Crowley,"Crowley, Joseph",,WF,Unopposed,,,,"[1,984]",,,,,
H8NY07046,NY,07,Joseph,Crowley,"Crowley, Joseph",,D,"15,166",64.04%,,,"[48,983]",,,,,
H2NY17055,NY,07,Dennis,Coleman,"Coleman, Dennis",,D,"8,516",35.96%,,,,,,,,
,NY,07,,Scattered,Scattered ,,W(D),1,0.00%,,,,,,,,
,NY,07,,,   ,Total Party Votes:,D,"23,683",,,,,,,,,
H0NY18081,NY,07,Kevin,Brawley,"Brawley, Kevin",,R/C, ,,,,"18,572",26.71%,,,,
H0NY18081,NY,07,Kevin,Brawley,"Brawley, Kevin",,R,Unopposed,,,,"[16,460]",,,,,
H0NY18081,NY,07,Kevin,Brawley,"Brawley, Kevin",,C,Unopposed,,,,"[2,112]",,,,,
,NY,07,,,   ,Total District Votes:,,"23,683",,,,"69,539",,,,,
H2NY17071,NY,08,Jerrold L.,Nadler,"Nadler, Jerrold L.",,D/L/WF, ,,,,"81,002",76.07%,,,(I),
H2NY17071,NY,08,Jerrold L.,Nadler,"Nadler, Jerrold L.",,D,Unopposed,,,,"[71,996]",,,,,
H2NY17071,NY,08,Jerrold L.,Nadler,"Nadler, Jerrold L.",,WF,Unopposed,,,,"[6,390]",,,,,
H2NY17071,NY,08,Jerrold L.,Nadler,"Nadler, Jerrold L.",,L,Unopposed,,,,"[2,616]",,,,,
H2NY08088,NY,08,Jim ,Farrin,"Farrin, Jim ",,R/IDP, ,,,,"19,674",18.48%,,,,
H2NY08088,NY,08,Jim ,Farrin,"Farrin, Jim ",,R,Unopposed,,,,"[18,623]",,,,,
H2NY08088,NY,08,Jim ,Farrin,"Farrin, Jim ",,IDP,Unopposed,,,,"[1,051]",,,,,
H2NY08104,NY,08,Alan Jay,Gerber,"Gerber, Alan Jay",,C,Unopposed,,,,"3,361",3.16%,,,,
H0NY08066,NY,08,Dan ,Wentzel,"Wentzel, Dan ",,GRN,Unopposed,,,,"1,918",1.80%,,,,
H2NY08112,NY,08,Joseph,Dobrian,"Dobrian, Joseph",,LBT, ,,,,526,0.49%,,,,
,NY,08,,,   ,Total District Votes:,,,,,,"106,481",,,,,
H8NY09091,NY,09,Anthony D.,Weiner,"Weiner, Anthony D.",,D/L/WF, ,,,,"60,737",65.71%,,,(I),
H8NY09091,NY ,09,Anthony D.,Weiner,"Weiner, Anthony D.",,D,Unopposed,,,,"[57,104]",,,,,
H8NY09091,NY ,09,Anthony D.,Weiner,"Weiner, Anthony D.",,WF,Unopposed,,,,"[1,893]",,,,,
H8NY09091,NY,09,Anthony D.,Weiner,"Weiner, Anthony D.",,L,Unopposed,,,,"[1,740]",,,,,
H2NY09078,NY,09,Alfred F.,Donohue,"Donohue, Alfred F.",,R/C, ,,,,"31,698",34.29%,,,,
H2NY09078,NY ,09,Alfred F.,Donohue,"Donohue, Alfred F.",,R,Unopposed,,,,"[27,882]",,,,,
H2NY09078,NY,09,Alfred F.,Donohue,"Donohue, Alfred F.",,C,Unopposed,,,,"[3,816]",,,,,
,NY ,09,,,   ,Total District Votes:,,,,,,"92,435",,,,,
H2NY11017,NY,10,Edolphus,Towns,"Towns, Edolphus",,D/L, ,,,,"73,859",97.83%,,,(I),
H2NY11017,NY,10,Edolphus,Towns,"Towns, Edolphus",,D,Unopposed,,,,"[72,313]",,,,,
H2NY11017,NY,10,Edolphus,Towns,"Towns, Edolphus",,L,Unopposed,,,,"[1,546]",,,,,
H2NY10084,NY,10,Herbert F. ,Ryan,"Ryan, Herbert F. ",,C,Unopposed,,,,"1,639",2.17%,,,,
,NY,10,,,   ,Total District Votes:,,,,,,"75,498",,,,,
H2NY12023,NY,11,Major R.,Owens,"Owens, Major R.",,D/WF, ,,,,"76,917",86.56%,,,(I),
H2NY12023,NY,11,Major R.,Owens,"Owens, Major R.",,D,Unopposed,,,,"[67,967]",,,,,
H2NY12023,NY,11,Major R.,Owens,"Owens, Major R.",,WF,Unopposed,,,,"[8,950]",,,,,
H0NY11052,NY,11,Susan,Cleary,"Cleary, Susan",,R/IDP, ,,,,"11,149",12.55%,,,,
H0NY11052,NY,11,Susan,Cleary,"Cleary, Susan",,R,Unopposed,,,,"[9,250]",,,,,
H0NY11052,NY,11,Susan,Cleary,"Cleary, Susan",,IDP,Unopposed,,,,"[1,899]",,,,,
H6NY10069,NY,11,Alice,Gaffney,"Gaffney, Alice",,C,Unopposed,,,,798,0.90%,,,,
,NY,11,,,   ,Total District Votes:,,,,,,"88,864",,,,,
H2NY00010,NY,12,Nydia M.,Velazquez,"Velazquez, Nydia M.",,D/WF, ,,,,"48,408",95.81%,,,(I),
H2NY00010,NY,12,Nydia M.,Velazquez,"Velazquez, Nydia M.",,D,Unopposed,,,,"[43,809]",,,,,
H2NY00010,NY,12,Nydia M.,Velazquez,"Velazquez, Nydia M.",,WF,Unopposed,,,,"[4,599]",,,,,
H0NY12126,NY,12,Cesar,Estevez,"Estevez, Cesar",,C,Unopposed,,,,"2,119",4.19%,,,,
,NY,12,,,   ,Total District Votes:,,,,,,"50,527",,,,,
H8NY13028,NY,13,Vito,Fossella,"Fossella, Vito",,R/C/RTL, ,,,,"72,204",69.63%,,,(I),
H8NY13028,NY,13,Vito,Fossella,"Fossella, Vito",,R,Unopposed,,,,"[62,520]",,,,,
H8NY13028,NY,13,Vito,Fossella,"Fossella, Vito",,C,Unopposed,,,,"[7,166]",,,,,
H8NY13028,NY,13,Vito,Fossella,"Fossella, Vito",,RTL,Unopposed,,,,"[2,518]",,,,,
H2NY13054,NY,13,Arne M.,Mattsson,"Mattsson, Arne M.",,D/L/WF, ,,,,"29,366",28.32%,,,,
H2NY13054,NY,13,Arne M.,Mattsson,"Mattsson, Arne M.",,D,Unopposed,,,,"[27,304]",,,,,
H2NY13054,NY,13,Arne M.,Mattsson,"Mattsson, Arne M.",,WF,Unopposed,,,,"[1,271]",,,,,
H2NY13054,NY,13,Arne M.,Mattsson,"Mattsson, Arne M.",,L,Unopposed,,,,[791],,,,,
H8NY13051,NY,13,Anita,Lerman,"Lerman, Anita",,IDP,Unopposed,,,,"1,427",1.38%,,,,
H2NY13062,NY,13,Henry J.,Bardel,"Bardel, Henry J.",,GRN,Unopposed,,,,696,0.67%,,,,
,NY,13,,,   ,Total District Votes:,,,,,,"103,693",,,,,
H2NY14037,NY,14,Carolyn B.,Maloney,"Maloney, Carolyn B.",,D/IDP/L/WF, ,,,,"95,931",75.25%,,,(I),
H2NY14037,NY,14,Carolyn B.,Maloney,"Maloney, Carolyn B.",,D,Unopposed,,,,"[85,029]",,,,,
H2NY14037,NY,14,Carolyn B.,Maloney,"Maloney, Carolyn B.",,WF,Unopposed,,,,"[4,863]",,,,,
H2NY14037,NY,14,Carolyn B.,Maloney,"Maloney, Carolyn B.",,IDP,Unopposed,,,,"[3,383]",,,,,
H2NY14037,NY,14,Carolyn B.,Maloney,"Maloney, Carolyn B.",,L,Unopposed,,,,"[2,656]",,,,,
H2NY14086,NY,14,Anton,Srdanovic,"Srdanovic, Anton",,R/C, ,,,,"31,548",24.75%,,,,
H2NY14086,NY,14,Anton,Srdanovic,"Srdanovic, Anton",,R,Unopposed,,,,"[30,053]",,,,,
H2NY14086,NY,14,Anton,Srdanovic,"Srdanovic, Anton",,C,Unopposed,,,,"[1,495]",,,,,
,NY,14,,,   ,Total District Votes:,,,,,,"127,479",,,,,
H6NY19029,NY,15,Charles B.,Rangel,"Rangel, Charles B.",,D/WF, ,,,,"84,367",88.46%,,,(I),
H6NY19029,NY,15,Charles B.,Rangel,"Rangel, Charles B.",,D,Unopposed,,,,"[77,036]",,,,,
H6NY19029,NY,15,Charles B.,Rangel,"Rangel, Charles B.",,WF,Unopposed,,,,"[7,331]",,,,,
H2NY15067,NY,15,Jessie A.,Fields,"Fields, Jessie A.",,R/IDP, ,,,,"11,008",11.54%,,,,
H2NY15067,NY,15,Jessie A.,Fields,"Fields, Jessie A.",,R,Unopposed,,,,"[8,790]",,,,,
H2NY15067,NY,15,Jessie A.,Fields,"Fields, Jessie A.",,IDP,Unopposed,,,,"[2,218]",,,,,
,NY,15,,,   ,Total District Votes:,,,,,,"95,375",,,,,
H0NY18065,NY,16,Jose E.,Serrano,"Serrano, Jose E.",,D/WF, ,,,,"50,716",92.07%,,,(I),
H0NY18065,NY,16,Jose E.,Serrano,"Serrano, Jose E.",,D,Unopposed,,,,"[48,411]",,,,,
H0NY18065,NY,16,Jose E.,Serrano,"Serrano, Jose E.",,WF,Unopposed,,,,"[2,305]",,,,,
H0NY15079,NY,16,Frank,Dellavalle,"Dellavalle, Frank",,R/C, ,,,,"4,366",7.93%,,,,
H0NY15079,NY,16,Frank,Dellavalle,"Dellavalle, Frank",,R,Unopposed,,,,"[3,916]",,,,,
H0NY15079,NY,16,Frank,Dellavalle,"Dellavalle, Frank",,C,Unopposed,,,,[450],,,,,
,NY,16,,,   ,Total District Votes:,,,,,,"55,082",,,,,
H8NY19058,NY,17,Eliot L.,Engel,"Engel, Eliot L.",,D/L/WF, ,,,,"77,535",62.61%,,,(I),
H8NY19058,NY,17,Eliot L.,Engel,"Engel, Eliot L.",,D,Unopposed,,,,"[73,569]",,,,,
H8NY19058,NY,17,Eliot L.,Engel,"Engel, Eliot L.",,WF,Unopposed,,,,"[2,721]",,,,,
H8NY19058,NY,17,Eliot L.,Engel,"Engel, Eliot L.",,L,Unopposed,,,,"[1,245]",,,,,
H2NY17097,NY,17,C. Scott,Vanderhoef,"Vanderhoef, C. Scott",,R/IDP/C, ,,,,"42,634",34.43%,,,,
H2NY17097,NY,17,C. Scott,Vanderhoef,"Vanderhoef, C. Scott",,R,Unopposed,,,,"[35,389]",,,,,
H2NY17097,NY,17,C. Scott,Vanderhoef,"Vanderhoef, C. Scott",,C,Unopposed,,,,"[4,135]",,,,,
H2NY17097,NY,17,C. Scott,Vanderhoef,"Vanderhoef, C. Scott",,IDP,Unopposed,,,,"[3,110]",,,,,
H2NY17121,NY,17,Arthur L.,Gallagher,"Gallagher, Arthur L.",,RTL,Unopposed,,,,"1,931",1.56%,,,,
H2NY17105,NY,17,Elizabeth,Shanklin,"Shanklin, Elizabeth",,GRN,Unopposed,,,,"1,743",1.41%,,,,
,NY,17,,,   ,Total District Votes:,,,,,,"123,843",,,,,
H8NY20056,NY,18,Nita M.,Lowey,"Lowey, Nita M.",,D/WF, ,,,,"98,957",92.04%,,,(I),
H8NY20056,NY,18,Nita M.,Lowey,"Lowey, Nita M.",,D,Unopposed,,,,"[95,396]",,,,,
H8NY20056,NY,18,Nita M.,Lowey,"Lowey, Nita M.",,WF,Unopposed,,,,"[3,561]",,,,,
H2NY18053,NY,18,Michael J.,Reynolds,"Reynolds, Michael J.",,RTL,Unopposed,,,,"8,558",7.96%,,,,
,NY,18,,,   ,Total District Votes:,,,,,,"107,515",,,,,
H4NY19073,NY,19,Sue W.,Kelly,"Kelly, Sue W.",,R/IDP/C, ,,,,"121,129",69.97%,,,(I),
H4NY19073,NY,19,Sue W.,Kelly,"Kelly, Sue W.",,R,Unopposed,,,,"[102,848]",,,,,
H4NY19073,NY,19,Sue W.,Kelly,"Kelly, Sue W.",,IDP,Unopposed,,,,"[8,633]",,,,,
H4NY19073,NY,19,Sue W.,Kelly,"Kelly, Sue W.",,C,Unopposed,,,,"[9,648]",,,,,
H2NY19051,NY,19,Janine M.H.,Selendy,"Selendy, Janine M.H.",,D,Unopposed,,,,"44,967",25.98%,,,,
H8NY20098,NY,19,Christine M.,Tighe,"Tighe, Christine M.",,RTL,Unopposed,,,,"4,374",2.53%,,,,
H2NY19069,NY,19,Jonathan M.,Wright,"Wright, Jonathan M.",,GRN,Unopposed,,,,"2,642",1.53%,,,,
,NY,19,,,   ,Total District Votes:,,,,,,"173,112",,,,,
H8NY22045,NY,20,John E.,Sweeney,"Sweeney, John E.",,R/C, ,,,,"140,238",73.32%,,,(I),
H8NY22045,NY,20,John E.,Sweeney,"Sweeney, John E.",,R,Unopposed,,,,"[125,335]",,,,,
H8NY22045,NY,20,John E.,Sweeney,"Sweeney, John E.",,C,Unopposed,,,,"[14,903]",,,,,
H2NY20075,NY,20,Frank N.,"Stoppenbach, Jr.","Stoppenbach, Frank N., Jr.",,D,Unopposed,,,,"45,878",23.98%,,,,
H2NY20083,NY,20,Margaret,Lewis,"Lewis, Margaret",,GRN,Unopposed,,,,"5,162",2.70%,,,,
,NY,20,,,   ,Total District Votes:,,,,,,"191,278",,,,,
H8NY23084,NY,21,Michael R.,McNulty,"McNulty, Michael R.",,D/IDP/C/WF, ,,,,"161,329",75.09%,,,(I),
H8NY23084,NY,21,Michael R.,McNulty,"McNulty, Michael R.",,D,Unopposed,,,,"[128,584]",,,,,
H8NY23084,NY,21,Michael R.,McNulty,"McNulty, Michael R.",,IDP,Unopposed,,,,"[17,810]",,,,,
H8NY23084,NY,21,Michael R.,McNulty,"McNulty, Michael R.",,C,Unopposed,,,,"[10,489]",,,,,
H8NY23084,NY,21,Michael R.,McNulty,"McNulty, Michael R.",,WF,Unopposed,,,,"[4,446]",,,,,
H2NY21081,NY,21,Charles B.,Rosenstein,"Rosenstein, Charles B.",,R,Unopposed,,,,"53,525",24.91%,,,,
,NY,21,,,   ,Total District Votes:,,,,,,"214,854",,,,,
H2NY26080,NY,22,Maurice D.,Hinchey,"Hinchey, Maurice D.",,D/IDP/L/WF, ,,,,"113,280",64.19%,,,(I),
H2NY26080,NY,22,Maurice D.,Hinchey,"Hinchey, Maurice D.",,D,Unopposed,,,,"[92,336]",,,,,
H2NY26080,NY,22,Maurice D.,Hinchey,"Hinchey, Maurice D.",,IDP,Unopposed,,,,"[13,215]",,,,,
H2NY26080,NY,22,Maurice D.,Hinchey,"Hinchey, Maurice D.",,L,Unopposed,,,,"[2,594]",,,,,
H2NY26080,NY,22,Maurice D.,Hinchey,"Hinchey, Maurice D.",,WF,Unopposed,,,,"[5,135]",,,,,
H2NY22071,NY,22,Eric,Hall,"Hall, Eric",,R/C, ,,,,"58,008",32.87%,,,,
H2NY22071,NY,22,Eric,Hall,"Hall, Eric",,R,Unopposed,,,,"[52,499]",,,,,
H2NY22071,NY,22,Eric,Hall,"Hall, Eric",,C,Unopposed,,,,"[5,509]",,,,,
H2NY22097,NY,22,Steven ,Greenfield,"Greenfield, Steven ",,GRN,Unopposed,,,,"2,723",1.54%,,,,
H0NY26043,NY,22,Paul J.,Laux,"Laux, Paul J.",,RTL,Unopposed,,,,"2,473",1.40%,,,,
,NY,22,,,   ,Total District Votes:,,,,,,"176,484",,,,,
H2NY24036,NY,23,John M.,McHugh,"McHugh, John M.",,R/C, ,,,,"124,682",100.00%,,,(I),
H2NY24036,NY,23,John M.,McHugh,"McHugh, John M.",,R,Unopposed,,,,"[110,042]",,,,,
H2NY24036,NY,23,John M.,McHugh,"McHugh, John M.",,C,Unopposed,,,,"[14,640]",,,,,
,NY,23,,,   ,Total District Votes:,,,,,,"124,682",,,,,
H2NY25017,NY,24,Sherwood L.,Boehlert,"Boehlert, Sherwood L.",,R,"21,504",53.39%,,,"108,017",70.70%,,,(I),
H2NY24085,NY,24,David L.,Walrath,"Walrath, David L.",,R,"18,773",46.61%,,,,,,,,
,NY,24,,,   ,Total Party Votes:,R,"40,277",,,,,,,,,
H2NY24085,NY,24,David L.,Walrath,"Walrath, David L.",,C,Unopposed,,,,"32,991",21.59%,,,,
H2NY24093,NY,24,Mark ,Dunau,"Dunau, Mark ",,GRN,Unopposed,,,,"6,660",4.36%,,,,
H2NY24101,NY,24,Kathleen M.,Peters,"Peters, Kathleen M.",,RTL,Unopposed,,,,"5,109",3.34%,,,,
,NY,24,,,   ,Total District Votes:,,"40,277",,,,"152,777",,,,,
H8NY27036,NY,25,James T.,Walsh,"Walsh, James T.",,R/IDP/C, ,,,,"144,610",72.29%,,,(I),
H8NY27036,NY,25,James T.,Walsh,"Walsh, James T.",,R,Unopposed,,,,"[113,914]",,,,,
H8NY27036,NY,25,James T.,Walsh,"Walsh, James T.",,IDP,Unopposed,,,,"[18,902]",,,,,
H8NY27036,NY,25,James T.,Walsh,"Walsh, James T.",,C,Unopposed,,,,"[11,794]",,,,,
H2NY25058,NY,25,Stephanie Polowe,Aldersley,"Aldersley, Stephanie Polowe",,D,Unopposed,,,,"53,290",26.64%,,,,
H0NY25045,NY,25,Francis J.,Gavin,"Gavin, Francis J.",,WF,Unopposed,,,,"2,131",1.07%,,,,
,NY,25,,,   ,Total District Votes:,,,,,,"200,031",,,,,
H8NY27077,NY,26,Thomas M.,Reynolds,"Reynolds, Thomas M.",,R/IDP/C, ,,,,"135,089",73.63%,,,(I),
H8NY27077,NY,26,Thomas M.,Reynolds,"Reynolds, Thomas M.",,R,Unopposed,,,,"[105,807]",,,,,
H8NY27077,NY,26,Thomas M.,Reynolds,"Reynolds, Thomas M.",,IDP,Unopposed,,,,"[18,345]",,,,,
H8NY27077,NY,26,Thomas M.,Reynolds,"Reynolds, Thomas M.",,C,Unopposed,,,,"[10,937]",,,,,
H2NY26114,NY,26,Ayesha F.,Nariman,"Nariman, Ayesha F.",,D,Unopposed,,,,"41,140",22.42%,,,,
H2NY26130,NY,26,Shawn ,Harris,"Harris, Shawn ",,W(RTL)/RTL,4,100.00%,,,"4,084",2.23%,,,,
,NY,26,,,   ,Total Party Votes:,RTL,4,,,,,,,,,
H2NY26122,NY,26,Paul E.,Fallon,"Fallon, Paul E.",,GRN,Unopposed,,,,"3,146",1.71%,,,,
,NY,26,,,   ,Total District Votes:,,4,,,,"183,459",,,,,
H2NY30041,NY,27,Jack ,Quinn,"Quinn, Jack ",,R/C, ,,,,"120,117",69.06%,,,(I),
H2NY30041,NY,27,Jack ,Quinn,"Quinn, Jack ",,R,Unopposed,,,,"[105,946]",,,,,
H2NY30041,NY,27,Jack ,Quinn,"Quinn, Jack ",,C,Unopposed,,,,"[14,171]",,,,,
H2NY27070,NY,27,Peter,Crotty,"Crotty, Peter",,D/WF, ,,,,"47,811",27.49%,,,,
H2NY27070,NY,27,Peter,Crotty,"Crotty, Peter",,D,Unopposed,,,,"[45,060]",,,,,
H2NY27070,NY,27,Peter,Crotty,"Crotty, Peter",,WF,Unopposed,,,,"[2,751]",,,,,
H2NY27088,NY,27,Thomas ,Casey,"Casey, Thomas ",,RTL,Unopposed,,,,"3,586",2.06%,,,,
H2NY27096,NY,27,Albert N.,LaBruna,"LaBruna, Albert N.",,GRN,Unopposed,,,,"2,405",1.38%,,,,
,NY,27,,,   ,Total District Votes:,,,,,,"173,919",,,,,
H6NY03031,NY,28,Louise M.,Slaughter,"Slaughter, Louise M.",,D/WF, ,,,,"99,057",62.46%,,,(I),
