1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES,
3248,ND,North Dakota,00,n/a,,,Scattered,Scattered,,W(LIB),10,1.50%,,,,,,,,,,,
3249,ND,North Dakota,00,n/a,,,,,Party Votes:,LIB,665,,,,,,,,,,,,
3250,ND,North Dakota,00,n/a,,,Scattered (Nonqualified Candidates),Scattered (Nonqualified Candidates),,W(CON),25,69.44%,,,,,,,,,,,
3251,ND,North Dakota,00,n/a,,Kevin,Cramer,"Cramer, Kevin",,W(CON),4,11.11%,,,,,,,,,,,
3252,ND,North Dakota,00,n/a,,Stephen,Garaas,"Garaas, Stephen",,W(CON),1,2.78%,,,,,,,,,,,
3253,ND,North Dakota,00,n/a,,Pam,Gullekson,"Gullekson, Pam",,W(CON),1,2.78%,,,,,,,,,,,
3254,ND,North Dakota,00,n/a,,Harold,Jordheim,"Jordheim, Harold",,W(CON),1,2.78%,,,,,,,,,,,
3255,ND,North Dakota,00,n/a,,Jason,Kirkeby,"Kirkeby, Jason",,W(CON),1,2.78%,,,,,,,,,,,
3256,ND,North Dakota,00,n/a,,Deedra,Lies,"Lies, Deedra",,W(CON),1,2.78%,,,,,,,,,,,
3257,ND,North Dakota,00,n/a,,Lillie,Shoenak,"Shoenak, Lillie",,W(CON),1,2.78%,,,,,,,,,,,
3258,ND,North Dakota,00,n/a,,Billy,Tilbert,"Tilbert, Billy",,W(CON),1,2.78%,,,,,,,,,,,
3259,ND,North Dakota,00,n/a,,,,,Party Votes:,CON,36,,,,,,,,,,,,
3260,ND,North Dakota,00,n/a,,,Scattered,Scattered,,W,,,,,508,0.16%,,,,,,,
3261,ND,North Dakota,00,n/a,,,,,District Votes:,,"152,458",,,,"316,071",,,,,,,,
3262,ND,North Dakota,,n/a,,,,,,,,,,,,,,,,,,,
3263,ND,North Dakota,H,n/a,,,,,Total State Votes:,,"152,458",,,,"316,071",,,,,,,,
3264,ND,North Dakota,,n/a,,,,,,,,,,,,,,,,,,,
3265,ND,North Dakota,S,S2ND00099,,Heidi,Heitkamp,"Heitkamp, Heidi",,DNL,"57,246",99.85%,,,"161,163",50.23%,,,,,W,,
3266,ND,North Dakota,S,n/a,,,Scattered,Scattered,,W(DNL),87,0.15%,,,,,,,,,,,
3267,ND,North Dakota,S,n/a,,,,,Party Votes:,DNL,"57,333",,,,,,,,,,,,
3268,ND,North Dakota,S,S2ND00073,,Rick,Berg,"Berg, Rick",,R,"67,860",66.41%,,,"158,282",49.33%,,,,,,,
3269,ND,North Dakota,S,S0ND00069,,Duane,Sand,"Sand, Duane",,R,"34,213",33.48%,,,,,,,,,,,
3270,ND,North Dakota,S,n/a,,,Scattered,Scattered,,W(R),111,0.11%,,,,,,,,,,,
3271,ND,North Dakota,S,n/a,,,,,Party Votes:,R,"102,184",,,,,,,,,,,,
3272,ND,North Dakota,S,n/a,,,Scattered (Nonqualified Candidates),Scattered (Nonqualified Candidates),,W(CON),29,70.73%,,,,,,,,,,,
3273,ND,North Dakota,S,S2ND00099,,Heidi,Heitkamp,"Heitkamp, Heidi",,W(CON),4,9.76%,,,,,,,,,,,
3274,ND,North Dakota,S,S2ND00073,,Rick,Berg,"Berg, Rick",,W(CON),1,2.44%,,,,,,,,,,,
3275,ND,North Dakota,S,n/a,,Stephen,Garaas,"Garaas, Stephen",,W(CON),1,2.44%,,,,,,,,,,,
3276,ND,North Dakota,S,n/a,,Jason,Kirkeby,"Kirkeby, Jason",,W(CON),1,2.44%,,,,,,,,,,,
3277,ND,North Dakota,S,n/a,,George,Lies,"Lies, George",,W(CON),1,2.44%,,,,,,,,,,,
3278,ND,North Dakota,S,n/a,,Sheldon,Monson,"Monson, Sheldon",,W(CON),1,2.44%,,,,,,,,,,,
3279,ND,North Dakota,S,n/a,,Ron,Piper,"Piper, Ron",,W(CON),1,2.44%,,,,,,,,,,,
3280,ND,North Dakota,S,S0ND00069,,Duane,Sand,"Sand, Duane",,W(CON),1,2.44%,,,,,,,,,,,
3281,ND,North Dakota,S,n/a,,Julia,Winegar,"Winegar, Julia",,W(CON),1,2.44%,,,,,,,,,,,
3282,ND,North Dakota,S,n/a,,,,,Party Votes:,CON,41,,,,,,,,,,,,
3283,ND,North Dakota,S,n/a,,,Scattered (Nonqualified Candidates),Scattered (Nonqualified Candidates),,W(LIB),78,81.25%,,,,,,,,,,,
3284,ND,North Dakota,S,n/a,,Edward,Finch,"Finch, Edward",,W(LIB),2,2.08%,,,,,,,,,,,
3285,ND,North Dakota,S,n/a,,Eric,Olson,"Olson, Eric",,W(LIB),2,2.08%,,,,,,,,,,,
3286,ND,North Dakota,S,S2ND00073,,Rick,Berg,"Berg, Rick",,W(LIB),1,1.04%,,,,,,,,,,,
3287,ND,North Dakota,S,n/a,,Ross,Brandenberg,"Brandenberg, Ross",,W(LIB),1,1.04%,,,,,,,,,,,
3288,ND,North Dakota,S,n/a,,Riley,Clemetson,"Clemetson, Riley",,W(LIB),1,1.04%,,,,,,,,,,,
3289,ND,North Dakota,S,n/a,,Rory,Collins,"Collins, Rory",,W(LIB),1,1.04%,,,,,,,,,,,
3290,ND,North Dakota,S,n/a,,Matthew,Ebans,"Ebans, Matthew",,W(LIB),1,1.04%,,,,,,,,,,,
3291,ND,North Dakota,S,S2ND00099,,Heidi,Heitkamp,"Heitkamp, Heidi",,W(LIB),1,1.04%,,,,,,,,,,,
3292,ND,North Dakota,S,n/a,,Paul,Henderson,"Henderson, Paul",,W(LIB),1,1.04%,,,,,,,,,,,
3293,ND,North Dakota,S,n/a,,Mitch,Hoffart,"Hoffart, Mitch",,W(LIB),1,1.04%,,,,,,,,,,,
3294,ND,North Dakota,S,n/a,,Janine,Kuntz,"Kuntz, Janine",,W(LIB),1,1.04%,,,,,,,,,,,
3295,ND,North Dakota,S,n/a,,Ron,Paul,"Paul, Ron",,W(LIB),1,1.04%,,,,,,,,,,,
3296,ND,North Dakota,S,n/a,,Leonard,Peltier,"Peltier, Leonard",,W(LIB),1,1.04%,,,,,,,,,,,
3297,ND,North Dakota,S,S0ND00069,,Duane,Sand,"Sand, Duane",,W(LIB),1,1.04%,,,,,,,,,,,
3298,ND,North Dakota,S,n/a,,Kim,Simonsen,"Simonsen, Kim",,W(LIB),1,1.04%,,,,,,,,,,,
3299,ND,North Dakota,S,n/a,,Gwen,Stark,"Stark, Gwen",,W(LIB),1,1.04%,,,,,,,,,,,
3300,ND,North Dakota,S,n/a,,,,,Party Votes:,LIB,96,,,,,,,,,,,,
3301,ND,North Dakota,S,n/a,,,Scattered,Scattered,,W,,,,,"1,406",0.44%,,,,,,,
3302,ND,North Dakota,S,n/a,,,,,Total State Votes:,,"159,654",,,,"320,851",,,,,,,,
3303,,,,n/a,,,,,,,,,,,,,,,,,,,
3304,MP,Northern Mariana Islands,00,H8MP00041,(I),Gregorio Kilili Camacho,Sablan,"Sablan, Gregorio Kilili Camacho",,IND,,,,,"9,829",79.70%,,,,,W,,
3305,MP,Northern Mariana Islands,00,H2MP00010,,Ignacia Tudela,Demapan,"Demapan, Ignacia Tudela",,R,,,,,"2,503",20.30%,,,,,,,
3306,MP,Northern Mariana Islands,00,n/a,,,,,District Votes:,,,,,,"12,332",,,,,,,,
3307,MP,Northern Mariana Islands,00,n/a,,,,,,,,,,,,,,,,,,,
3308,MP,Northern Mariana Islands,H,n/a,,,,,Total State Votes:,,,,,,"12,332",,,,,,,,
3309,,,,n/a,,,,,,,,,,,,,,,,,,,
3310,OH,Ohio,,n/a,,,,DISTRICT 1,,,,,,,,,,,,,,,
3311,OH,Ohio,01,H8OH01043,(I),Steve,Chabot,"Chabot, Steve",,R,"57,496",100.00%,,,"201,907",57.73%,,,,,W,,
3312,OH,Ohio,01,n/a,,,,,Party Votes:,R,"57,496",,,,,,,,,,,,
3313,OH,Ohio,01,H6OH02110,,Jeff,Sinnard,"Sinnard, Jeff",,D,"4,561",50.31%,,,"131,490",37.60%,,,,,,,
3314,OH,Ohio,01,H2OH01160,,Malcolm,Kantzler,"Kantzler, Malcolm",,D,"4,505",49.69%,,,,,,,,,,,
3315,OH,Ohio,01,n/a,,,,,Party Votes:,D,"9,066",,,,,,,,,,,,
3316,OH,Ohio,01,H2OH01020,,Jim,Berns,"Berns, Jim",,LIB,140,86.96%,,,"9,674",2.77%,,,,,,,
3317,OH,Ohio,01,H2OH01152,,Queen,Noble,"Noble, Queen",,LIB,21,13.04%,,,,,,,,,,,
3318,OH,Ohio,01,n/a,,,,,Party Votes:,LIB,161,,,,,,,,,,,,
3319,OH,Ohio,01,H0OH01065,,Rich,Stevenson,"Stevenson, Rich",,GRE,93,100.00%,,,"6,645",1.90%,,,,,,,
3320,OH,Ohio,01,n/a,,,,,Party Votes:,GRE,93,,,,,,,,,,,,
3321,OH,Ohio,01,n/a,,,,,District Votes:,,"66,816",,,,"349,716",,,,,,,,
3322,OH,Ohio,,n/a,,,,DISTRICT 2,,,,,,,,,,,,,,,
3323,OH,Ohio,02,H2OH02085,,Brad,Wenstrup,"Wenstrup, Brad",,R,"42,482",48.74%,,,"194,299",58.63%,,,,,W,,
3324,OH,Ohio,02,H6OH02086,(I),Jean,Schmidt,"Schmidt, Jean",,R,"37,383",42.89%,,,,,,,,,,,
3325,OH,Ohio,02,H2OH02101,,Tony,Brush,"Brush, Tony",,R,"4,275",4.90%,,,,,,,,,,,
3326,OH,Ohio,02,H2OH02093,,Fred,Kundrata,"Kundrata, Fred",,R,"2,999",3.44%,,,,,,,,,,,
3327,OH,Ohio,02,H2OH02119,,Joe,Green,"Green, Joe",,W(R),29,0.03%,,,,,,,,,,,
3328,OH,Ohio,02,n/a,,,,,Party Votes:,R,"87,168",,,,,,,,,,,,
3329,OH,Ohio,02,H8OH02074,,William R.,Smith,"Smith, William R.",,D,"10,176",50.15%,,,"137,082",41.37%,,,,,,,
3330,OH,Ohio,02,H8OH02090,,David,Krikorian,"Krikorian, David",,D,"10,116",49.85%,,,,,,,,,,,
3331,OH,Ohio,02,n/a,,,,,Party Votes:,D,"20,292",,,,,,,,,,,,
3332,OH,Ohio,02,n/a,,,,,District Votes:,,"107,460",,,,"331,381",,,,,,,,
3333,OH,Ohio,,n/a,,,,DISTRICT 3,,,,,,,,,,,,,,,
3334,OH,Ohio,03,H2OH03125,,Joyce,Beatty,"Beatty, Joyce",,D,"15,848",38.32%,,,"201,921",68.29%,,,,,W,,
3335,OH,Ohio,03,H6OH15104,,Mary Jo,Kilroy,"Kilroy, Mary Jo",,D,"14,369",34.74%,,,,,,,,,,,
3336,OH,Ohio,03,H2OH03133,,Priscilla R.,Tyson,"Tyson, Priscilla R.",,D,"6,244",15.10%,,,,,,,,,,,
3337,OH,Ohio,03,H2OH03117,,Ted,Celeste,"Celeste, Ted",,D,"4,895",11.84%,,,,,,,,,,,
3338,OH,Ohio,03,n/a,,,,,Party Votes:,D,"41,356",,,,,,,,,,,,
3339,OH,Ohio,03,H2OH03141,,Chris,Long,"Long, Chris",,R,"16,711",57.53%,,,"77,903",26.35%,,,,,,,
3340,OH,Ohio,03,H0OH15099,,John,Adams,"Adams, John",,R,"12,335",42.47%,,,,,,,,,,,
3341,OH,Ohio,03,n/a,,,,,Party Votes:,R,"29,046",,,,,,,,,,,,
3342,OH,Ohio,03,H2OH03158,,Richard,Ehrbar,"Ehrbar, Richard",,LIB,674,100.00%,,,"9,462",3.20%,,,,,,,
3343,OH,Ohio,03,n/a,,,,,Party Votes:,LIB,674,,,,,,,,,,,,
3344,OH,Ohio,03,H2OH12068,,Bob,Fitrakis,"Fitrakis, Bob",,GRE,182,100.00%,,,"6,388",2.16%,,,,,,,
3345,OH,Ohio,03,n/a,,,,,Party Votes:,GRE,182,,,,,,,,,,,,
3346,OH,Ohio,03,H2OH03166,,Jeff,Brown,"Brown, Jeff",,W,,,,,5,0.00%,,,,,,,
3347,OH,Ohio,03,n/a,,,,,District Votes:,,"71,258",,,,"295,679",,,,,,,,
3348,OH,Ohio,,n/a,,,,DISTRICT 4,,,,,,,,,,,,,,,
3349,OH,Ohio,04,H6OH04082,(I),Jim,Jordan,"Jordan, Jim",,R,"70,470",100.00%,,,"182,643",58.35%,,,,,W,,
3350,OH,Ohio,04,n/a,,,,,Party Votes:,R,"70,470",,,,,,,,,,,,
3351,OH,Ohio,04,H2OH04131,,Jim,Slone,"Slone, Jim",,D,"23,341",100.00%,,,"114,214",36.49%,,,,,,,
3352,OH,Ohio,04,n/a,,,,,Party Votes:,D,"23,341",,,,,,,,,,,,
3353,OH,Ohio,04,H2OH04149,,Chris,Kalla,"Kalla, Chris",,W(LIB)/LIB,25,100.00%,,,"16,141",5.16%,,,,,,,
3354,OH,Ohio,04,n/a,,,,,Party Votes:,LIB,25,,,,,,,,,,,,
3355,OH,Ohio,04,n/a,,,,,District Votes:,,"93,836",,,,"312,998",,,,,,,,
3356,OH,Ohio,,n/a,,,,DISTRICT 5,,,,,,,,,,,,,,,
3357,OH,Ohio,05,H8OH05036,(I),Bob,Latta,"Latta, Bob",,R,"76,477",82.58%,,,"201,514",57.27%,,,,,W,,
3358,OH,Ohio,05,H0OH05058,,Bob,Wallis,"Wallis, Bob",,R,"16,135",17.42%,,,,,,,,,,,
3359,OH,Ohio,05,n/a,,,,,Party Votes:,R,"92,612",,,,,,,,,,,,
3360,OH,Ohio,05,H2OH05021,,Angela,Zimmann,"Zimmann, Angela",,D,"25,530",100.00%,,,"137,806",39.16%,,,,,,,
3361,OH,Ohio,05,n/a,,,,,Party Votes:,D,"25,530",,,,,,,,,,,,
3362,OH,Ohio,05,H2OH05039,,Eric,Eberly,"Eberly, Eric",,LIB,338,100.00%,,,"12,558",3.57%,,,,,,,
3363,OH,Ohio,05,n/a,,,,,Party Votes:,LIB,338,,,,,,,,,,,,
3364,OH,Ohio,05,n/a,,,,,District Votes:,,"118,480",,,,"351,878",,,,,,,,
3365,OH,Ohio,,n/a,,,,DISTRICT 6,,,,,,,,,,,,,,,
3366,OH,Ohio,06,H0OH06189,(I),Bill,Johnson,"Johnson, Bill",,R,"56,905",83.94%,,,"164,536",53.25%,,,,,W,,
3367,OH,Ohio,06,H2OH06102,,Victor,Smith,"Smith, Victor",,R,"10,888",16.06%,,,,,,,,,,,
3368,OH,Ohio,06,n/a,,,,,Party Votes:,R,"67,793",,,,,,,,,,,,
3369,OH,Ohio,06,H6OH06095,,Charlie,Wilson,"Wilson, Charlie",,D,"37,374",82.16%,,,"144,444",46.75%,,,,,,,
3370,OH,Ohio,06,H2OH06086,,Cas,Adulewicz,"Adulewicz, Cas",,D,"8,117",17.84%,,,,,,,,,,,
3371,OH,Ohio,06,n/a,,,,,Party Votes:,D,"45,491",,,,,,,,,,,,
3372,OH,Ohio,06,n/a,,,,,District Votes:,,"113,284",,,,"308,980",,,,,,,,
3373,OH,Ohio,,n/a,,,,DISTRICT 7,,,,,,,,,,,,,,,
3374,OH,Ohio,07,H0OH18077,(I),Bob,Gibbs,"Gibbs, Bob",,R,"54,067",79.88%,,,"178,104",56.40%,,,,,W,,
3375,OH,Ohio,07,H0OH18085,,Hombre,Liggett,"Liggett, Hombre",,R,"13,621",20.12%,,,,,,,,,,,
3376,OH,Ohio,07,n/a,,,,,Party Votes:,R,"67,688",,,,,,,,,,,,
3377,OH,Ohio,07,H2OH07167,,Joyce R.,Healy-Abrams,"Healy-Abrams, Joyce R.",,D,"22,486",100.00%,,,"137,708",43.60%,,,,,,,
3378,OH,Ohio,07,n/a,,,,,Party Votes:,D,"22,486",,,,,,,,,,,,
3379,OH,Ohio,07,n/a,,,,,District Votes:,,"90,174",,,,"315,812",,,,,,,,
3380,OH,Ohio,,n/a,,,,DISTRICT 8,,,,,,,,,,,,,,,
3381,OH,Ohio,08,H0OH08029,(I),John A.,Boehner,"Boehner, John A.",,R,"71,120",83.82%,,,"246,380",99.97%,,,,,W,,
3382,OH,Ohio,08,H2OH08074,,David,Lewis,"Lewis, David",,R,"13,733",16.18%,,,,,,,,,,,
3383,OH,Ohio,08,n/a,,,,,Party Votes:,R,"84,853",,,,,,,,,,,,
3384,OH,Ohio,08,H2OH02077,,"James J., Jr.",Condit,"Condit, James J., Jr.",,W,,,,,62,0.03%,,,,,,,
3385,OH,Ohio,08,n/a,,,,,District Votes:,,"84,853",,,,"246,442",,,,,,,,
3386,OH,Ohio,,n/a,,,,DISTRICT 9,,,,,,,,,,,,,,,
3387,OH,Ohio,09,H2OH09031,(I),Marcy,Kaptur,"Kaptur, Marcy",,D,"42,902",56.18%,,,"217,775",73.04%,,,,,W,,
3388,OH,Ohio,09,H6OH23033,(I),Dennis J.,Kucinich,"Kucinich, Dennis J.",,D,"30,564",40.02%,,,,,,,,,,,
3389,OH,Ohio,09,H2OH09130,,Graham,Veysey,"Veysey, Graham",,D,"2,900",3.80%,,,,,,,,,,,
3390,OH,Ohio,09,n/a,,,,,Party Votes:,D,"76,366",,,,,,,,,,,,
3391,OH,Ohio,09,H2OH09114,,Samuel J.,Wurzelbacher,"Wurzelbacher, Samuel J.",,R,"15,166",51.43%,,,"68,666",23.03%,,,,,,,
3392,OH,Ohio,09,H2OH09122,,Steven W.,Kraus,"Kraus, Steven W.",,R,"14,323",48.57%,,,,,,,,,,,
3393,OH,Ohio,09,n/a,,,,,Party Votes:,R,"29,489",,,,,,,,,,,,
3394,OH,Ohio,09,H2OH09148,,Sean P.,Stipe,"Stipe, Sean P.",,LIB,170,100.00%,,,"11,725",3.93%,,,,,,,
3395,OH,Ohio,09,n/a,,,,,Party Votes:,LIB,170,,,,,,,,,,,,
3396,OH,Ohio,09,n/a,,,,,District Votes:,,"106,025",,,,"298,166",,,,,,,,
3397,OH,Ohio,,n/a,,,,DISTRICT 10,,,,,,,,,,,,,,,
3398,OH,Ohio,10,H2OH03067,(I),Mike,Turner,"Turner, Mike",,R,"65,574",80.12%,,,"208,201",59.54%,,,,,W,,
3399,OH,Ohio,10,H0OH07104,,John D.,Anderson,"Anderson, John D.",,R,"14,435",17.64%,,,,,,,,,,,
3400,OH,Ohio,10,H2OH10211,,Edward Focke,Breen,"Breen, Edward Focke",,R,"1,839",2.25%,,,,,,,,,,,
3401,OH,Ohio,10,n/a,,,,,Party Votes:,R,"81,848",,,,,,,,,,,,
3402,OH,Ohio,10,H8OH07099,,Sharen Swartz,Neuhardt,"Neuhardt, Sharen Swartz",,D,"7,705",35.72%,,,"131,097",37.49%,,,,,,,
3403,OH,Ohio,10,H0OH07120,,Olivia,Freeman,"Freeman, Olivia",,D,"5,530",25.63%,,,,,,,,,,,
3404,OH,Ohio,10,H8OH03098,,David,Esrati,"Esrati, David",,D,"2,952",13.68%,,,,,,,,,,,
3405,OH,Ohio,10,H0OH08110,,Tom,McMasters,"McMasters, Tom",,D,"2,212",10.25%,,,,,,,,,,,
3406,OH,Ohio,10,H2OH10237,,Ryan,Steele,"Steele, Ryan",,D,"1,644",7.62%,,,,,,,,,,,
3407,OH,Ohio,10,H2OH10245,,Mack,Van Allen,"Van Allen, Mack",,D,"1,530",7.09%,,,,,,,,,,,
3408,OH,Ohio,10,n/a,,,,,Party Votes:,D,"21,573",,,,,,,,,,,,
3409,OH,Ohio,10,H0OH08136,,David A.,Harlow,"Harlow, David A.",,LIB,136,100.00%,,,"10,373",2.97%,,,,,,,
3410,OH,Ohio,10,n/a,,,,,Party Votes:,LIB,136,,,,,,,,,,,,
3411,OH,Ohio,10,n/a,,,,,District Votes:,,"103,557",,,,"349,671",,,,,,,,
3412,OH,Ohio,,n/a,,,,DISTRICT 11,,,,,,,,,,,,,,,
3413,OH,Ohio,11,H8OH11141,(I),Marcia L.,Fudge,"Fudge, Marcia L.",,D,"65,333",89.41%,,,"258,378",100.00%,,,,,W,,
3414,OH,Ohio,11,H2OH21036,,Gerald C.,Henley,"Henley, Gerald C.",,D,"4,570",6.25%,,,,,,,,,,,
3415,OH,Ohio,11,H8OH11166,,Isaac,Powell,"Powell, Isaac",,D,"3,169",4.34%,,,,,,,,,,,
3416,OH,Ohio,11,n/a,,,,,Party Votes:,D,"73,072",,,,,,,,,,,,
3417,OH,Ohio,11,n/a,,,,,District Votes:,,"73,072",,,,"258,378",,,,,,,,
3418,OH,Ohio,,n/a,,,,DISTRICT 12,,,,,,,,,,,,,,,
3419,OH,Ohio,12,H0OH12062,(I),Pat,Tiberi,"Tiberi, Pat",,R,"72,560",77.88%,,,"233,874",63.47%,,,,,W,,
3420,OH,Ohio,12,H2OH12092,,Bill,Yarbrough,"Yarbrough, Bill",,R,"20,610",22.12%,,,,,,,,,,,
3421,OH,Ohio,12,n/a,,,,,Party Votes:,R,"93,170",,,,,,,,,,,,
3422,OH,Ohio,12,H2OH12100,,Jim,Reese,"Reese, Jim",,D,"14,312",69.89%,,,"134,614",36.53%,,,,,,,
3423,OH,Ohio,12,H0OH04069,,Doug,Litt,"Litt, Doug",,D,"6,165",30.11%,,,,,,,,,,,
3424,OH,Ohio,12,n/a,,,,,Party Votes:,D,"20,477",,,,,,,,,,,,
3425,OH,Ohio,12,n/a,,,,,District Votes:,,"113,647",,,,"368,488",,,,,,,,
3426,OH,Ohio,,n/a,,,,DISTRICT 13,,,,,,,,,,,,,,,
3427,OH,Ohio,13,H2OH17109,(I),Tim,Ryan,"Ryan, Tim",,D,"56,670",100.00%,,,"235,492",72.77%,,,,,W,,
3428,OH,Ohio,13,n/a,,,,,Party Votes:,D,"56,670",,,,,,,,,,,,
3429,OH,Ohio,13,H2OH13199,,Marisha G.,Agana,"Agana, Marisha G.",,R,"27,754",100.00%,,,"88,120",27.23%,,,,,,,
3430,OH,Ohio,13,n/a,,,,,Party Votes:,R,"27,754",,,,,,,,,,,,
3431,OH,Ohio,13,n/a,,,,,District Votes:,,"84,424",,,,"323,612",,,,,,,,
3432,OH,Ohio,,n/a,,,,DISTRICT 14,,,,,,,,,,,,,,,
3433,OH,Ohio,14,H2OH14064,,David P.,Joyce,"Joyce, David P.  #",,R,#,,,,"183,660",54.04%,,,,,W,#  Steven LaTourette withdrew after the primary election and David Joyce was selected by the party to fill the vacancy on the general election ballot.,
3434,OH,Ohio,14,H4OH19036,(I),Steven C.,LaTourette,"LaTourette, Steven C.  #",,R,"69,551",100.00%,,,,,,,,,,#  Steven LaTourette withdrew after the primary election and David Joyce was selected by the party to fill the vacancy on the general election ballot.,
3435,OH,Ohio,14,n/a,,,,,Party Votes:,R,"69,551",,,,,,,,,,,,
3436,OH,Ohio,14,H6OH11103,,Dale Virgil,Blanchard,"Blanchard, Dale Virgil",,D,"29,508",100.00%,,,"131,638",38.73%,,,,,,,
3437,OH,Ohio,14,n/a,,,,,Party Votes:,D,"29,508",,,,,,,,,,,,
3438,OH,Ohio,14,H0OH17186,,Elaine R.,Mastromatteo,"Mastromatteo, Elaine R.",,GRE,94,100.00%,,,"13,038",3.84%,,,,,,,
3439,OH,Ohio,14,n/a,,,,,Party Votes:,GRE,94,,,,,,,,,,,,
3440,OH,Ohio,14,H8OH14103,,David,Macko,"Macko, David",,LIB,221,100.00%,,,"11,536",3.39%,,,,,,,
3441,OH,Ohio,14,n/a,,,,,Party Votes:,LIB,221,,,,,,,,,,,,
3442,OH,Ohio,14,H2OH14080,,Aaron J.,Zurbrugg,"Zurbrugg, Aaron J.",,W,,,,,6,0.00%,,,,,,,
3443,OH,Ohio,14,H2OH14072,,Steven T.,Winfield,"Winfield, Steven T.",,W,,,,,0,0.00%,,,,,,,
3444,OH,Ohio,14,H2OH14056,,Erick Donald,Robinson,"Robinson, Erick Donald",,W,,,,,0,0.00%,,,,,,,
3445,OH,Ohio,14,n/a,,,,,District Votes:,,"99,374",,,,"339,878",,,,,,,,
3446,OH,Ohio,,n/a,,,,DISTRICT 15,,,,,,,,,,,,,,,
3447,OH,Ohio,15,H8OH15076,(I),Steve,Stivers,"Stivers, Steve",,R,"70,191",89.31%,,,"205,277",61.56%,,,,,W,,
3448,OH,Ohio,15,H2OH15103,,Charles,Chope,"Chope, Charles",,R,"8,404",10.69%,,,,,,,,,,,
3449,OH,Ohio,15,n/a,,,,,Party Votes:,R,"78,595",,,,,,,,,,,,
3450,OH,Ohio,15,H2OH15087,,Pat,Lang,"Lang, Pat",,D,"16,483",56.68%,,,"128,188",38.44%,,,,,,,
3451,OH,Ohio,15,H2OH15095,,Scott,Wharton,"Wharton, Scott",,D,"12,599",43.32%,,,,,,,,,,,
3452,OH,Ohio,15,n/a,,,,,Party Votes:,D,"29,082",,,,,,,,,,,,
3453,OH,Ohio,15,n/a,,,,,District Votes:,,"107,677",,,,"333,465",,,,,,,,
3454,OH,Ohio,,n/a,,,,DISTRICT 16,,,,,,,,,,,,,,,
3455,OH,Ohio,16,H0OH16097,(I),Jim,Renacci,"Renacci, Jim",,R,"66,487",100.00%,,,"185,167",52.05%,,,,,W,,
3456,OH,Ohio,16,n/a,,,,,Party Votes:,R,"66,487",,,,,,,,,,,,
3457,OH,Ohio,16,H6OH13133,(I),Betty,Sutton,"Sutton, Betty",,D,"37,232",100.00%,,,"170,604",47.95%,,,,,,,
3458,OH,Ohio,16,n/a,,,,,Party Votes:,D,"37,232",,,,,,,,,,,,
3459,OH,Ohio,16,H0OH16089,,Jeffrey J.,Blevins,"Blevins, Jeffrey J.",,LIB,135,100.00%,,,,,,,,,,,
3460,OH,Ohio,16,n/a,,,,,Party Votes:,LIB,135,,,,,,,,,,,,
3461,OH,Ohio,16,n/a,,,,,District Votes:,,"103,854",,,,"355,771",,,,,,,,
3462,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,,
3463,OH,Ohio,H,n/a,,,,,Total State Votes:,,"1,537,791",,,,"5,140,315",,,,,,,,
3464,OH,Ohio,,n/a,,,,,,,,,,,,,,,,,,,
3465,OH,Ohio,S,S6OH00163,(I),Sherrod,Brown,"Brown, Sherrod",,D,"522,827",100.00%,,,"2,762,766",50.70%,,,,,W,,
3466,OH,Ohio,S,n/a,,,,,Party Votes:,D,"522,827",,,,,,,,,,,,
3467,OH,Ohio,S,S2OH00170,,Josh,Mandel,"Mandel, Josh",,R,"586,556",63.02%,,,"2,435,744",44.70%,,,,,,,
3468,OH,Ohio,S,S0OH00265,,Michael L.,Pryce,"Pryce, Michael L.",,R,"132,205",14.20%,,,,,,,,,,,
3469,OH,Ohio,S,S2OH00196,,Donna K.,Glisman,"Glisman, Donna K.",,R,"115,621",12.42%,,,,,,,,,,,
3470,OH,Ohio,S,S2OH00212,,David W.,Dodt,"Dodt, David W.",,R,"47,933",5.15%,,,,,,,,,,,
3471,OH,Ohio,S,S0OH00174,,Eric LaMont,Gregory,"Gregory, Eric LaMont",,R,"47,740",5.13%,,,,,,,,,,,
3472,OH,Ohio,S,S2OH00162,,"Russell P., Jr.",Bliss,"Bliss, Russell P., Jr.",,W(R),644,0.07%,,,,,,,,,,,
3473,OH,Ohio,S,n/a,,,,,Party Votes:,R,"930,699",,,,,,,,,,,,
3474,OH,Ohio,S,S2OH00204,,Scott A.,Rupert,"Rupert, Scott A.",,NON,,,,,"250,617",4.60%,,,,,,,
3475,OH,Ohio,S,S2OH00238,,Joseph Rosario,DeMare,"DeMare, Joseph Rosario",,W(GRE),324,81.41%,,,,,,,,,,,
3476,OH,Ohio,S,S2OH00246,,Anita,Rios,"Rios, Anita",,W(GRE),74,18.59%,,,,,,,,,,,
3477,OH,Ohio,S,n/a,,,,,Party Votes:,GRE,398,,,,,,,,,,,,
